"term","estimate","std.error","statistic","p.value","BIOCHEMICAL","SUPER_PATHWAY","SUB_PATHWAY","KEGG","FDR"
"phenotypesmim",1.6686132580920705,1.350517919816675,1.2355358145255675,0.21955505143304369,"X - 09789",NA,".",NA,0.9422586597832556
"phenotypesmim",0.8211888310115117,0.664902522852638,1.2350514591046475,0.21973446607956112,"salicyluric glucuronide*",NA,"Drug",NA,0.9422766961191995
"phenotypesmim",-1.4539911227599103,1.1796194788610805,-1.2325933479529643,0.22064664495218042,"gluconate",NA,"Food Component/Plant","C00257",0.9431174828153708
"phenotypesmim",1.5930551679508145,1.2979070986297063,1.2274030781037542,0.22258174793345523,"X - 13891",NA,".",NA,0.9448760215458532
"phenotypesmim",1.5037235735479113,1.2261471931156867,1.2263809614299996,0.222964275862582,"1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*",NA,"Phospholipid Metabolism",NA,0.9452921965057868
"phenotypesmim",-1.2476128465080671,1.0174510356182247,-1.2262141398774942,0.22302675426431445,"cotinine",NA,"Tobacco Metabolite",NA,0.9453380574639574
"phenotypesmim",-1.5153131033004474,1.235934674634635,-1.2260462744508742,0.22308963645763671,"4-hydroxyhippurate",NA,"Benzoate Metabolism",NA,0.9454712985520691
"phenotypesmim",1.6934712930505524,1.3935405179973561,1.2152293178272449,0.22716884900737921,"X - 11485",NA,".",NA,0.9477918206718557
"phenotypesmim",1.5422861030129018,1.269668669003632,1.214715414079805,0.22736398344301037,"1-methylimidazoleacetate",NA,"Histidine Metabolism","C05828",0.947820706353114
"phenotypesmim",-1.4317464391257106,1.1798956340296263,-1.2134517645734084,0.22784431968506078,"sucrose",NA,"Disaccharides and Oligosaccharides","C00089",0.947820706353114
"phenotypesmim",-1.562060734589477,1.2866097414586435,-1.2140905546219103,0.2276014122589089,"X - 13844",NA,".",NA,0.947820706353114
"phenotypesmim",1.712673379628912,1.4177347889598493,1.2080350944096183,0.2299116119275338,"13-HODE + 9-HODE",NA,"Fatty Acid, Monohydroxy",NA,0.94931921217086
"phenotypesmim",1.4900966026150304,1.2341499604557378,1.2073869872870058,0.2301598687475579,"X - 24806",NA,".",NA,0.9495412690002926
"phenotypesmim",1.3602084023185832,1.1275335615710675,1.2063573526124707,0.2305546671553624,"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",NA,"Phospholipid Metabolism",NA,0.9495774201486066
"phenotypesmim",1.3893034672258946,1.1574133220269456,1.2003520616065195,0.2328670473796608,"4-hydroxycoumarin",NA,"Drug","C20414",0.9513617881969062
"phenotypesmim",-1.6405651683848266,1.3728976138597473,-1.1949654160826764,0.2349553825394103,"indole-3-carboxylic acid",NA,"Tryptophan Metabolism","C19837",0.9528196412289611
"phenotypesmim",1.4381367241818772,1.2037830980813187,1.194680940839001,0.23506604309699908,"1-stearoyl-2-oleoyl-GPC (18:0/18:1)",NA,"Phospholipid Metabolism",NA,0.9528507151889976
"phenotypesmim",1.2029188786837741,1.0107760561104093,1.1900943551361456,0.23685539285404797,"1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*",NA,"Phospholipid Metabolism",NA,0.9543354601638319
"phenotypesmim",-1.4533854687285714,1.2247967168425842,-1.186634033829931,0.2382118105904873,"gamma-glutamylglutamine",NA,"Gamma-glutamyl Amino Acid","C05283",0.9553373370634246
"phenotypesmim",1.4435312089710373,1.2175022011220364,1.1856497734794196,0.2385986476873851,"1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*",NA,"Phospholipid Metabolism",NA,0.9557326185912232
"phenotypesmim",1.4432555171713903,1.2175797882867871,1.1853477949089015,0.23871742243237157,"dimethylglycine",NA,"Glycine, Serine and Threonine Metabolism","C01026",0.9557982744106686
"phenotypesmim",1.30436760197399,1.1008449080302871,1.184878625916398,0.23890204082541444,"X - 21441",NA,".",NA,0.9559050767083925
"phenotypesmim",1.540226916716888,1.3003610666100984,1.1844609595487923,0.2390664789180787,"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",NA,"Phospholipid Metabolism",NA,0.9559388767326
"phenotypesmim",-1.656422666603306,1.4061116355814547,-1.1780164708745495,0.2416139977744469,"dodecanedioate (C12)",NA,"Fatty Acid, Dicarboxylate","C02678",0.9583069445633092
"phenotypesmim",1.5159409076275698,1.287817676329953,1.1771393850934915,0.24196220557548456,"glycochenodeoxycholate sulfate",NA,"Primary Bile Acid Metabolism",NA,0.9584851229089033
"phenotypesmim",1.5035143029666649,1.278538255312065,1.17596348542554,0.24242960634049407,"tyrosine",NA,"Phenylalanine and Tyrosine Metabolism","C00082",0.9591182025603092
"phenotypesmim",1.4717415305113228,1.2557358720256637,1.172015201044798,0.24400369952550122,"eicosanodioate",NA,"Fatty Acid, Dicarboxylate",NA,0.9601605211459149
"phenotypesmim",1.2686735007790302,1.0831685411059735,1.171261398972727,0.244305050255168,"gamma-glutamylvaline",NA,"Gamma-glutamyl Amino Acid",NA,0.9604183189148398
"phenotypesmim",1.3543638226340662,1.1567444078857416,1.1708410374851317,0.2444732151672011,"methionine sulfoxide",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C02989",0.9606245592609801
"phenotypesmim",1.2375174096218922,1.0593015306171245,1.1682390460636296,0.24551597334042854,"leucylleucine",NA,"Dipeptide","C11332",0.961363984178624
"phenotypesmim",1.3649368090084046,1.1707168271754005,1.1658983430703738,0.24645672158339482,"1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*",NA,"Phospholipid Metabolism",NA,0.961648044240993
"phenotypesmim",-1.430019124553059,1.2282087299737092,-1.164312783042724,0.2470954266902849,"arabonate/xylonate",NA,"Pentose Metabolism",NA,0.9618792709441324
"phenotypesmim",1.2195581601244116,1.047793448139149,1.1639299351320738,0.24724982409412277,"phosphate",NA,"Oxidative Phosphorylation","C00009",0.9619656708118303
"phenotypesmim",-1.53768639033282,1.3256867035411675,-1.1599168840008427,0.24887236174400085,"2-hydroxyacetaminophen sulfate*",NA,"Drug",NA,0.9634368162642438
"phenotypesmim",1.2471693364267287,1.081696082049042,1.1529757360905228,0.2516965879024507,"N-delta-acetylornithine",NA,"Urea cycle; Arginine and Proline Metabolism",NA,0.9646406600564897
"phenotypesmim",1.606264836302063,1.3963033963945908,1.150369497381168,0.25276285685259353,"X - 23294",NA,".",NA,0.9650104785576574
"phenotypesmim",-1.4411657895359165,1.2518028726232056,-1.151272153990103,0.25239319928807585,"X - 23997",NA,".",NA,0.9650104785576574
"phenotypesmim",1.559888341301011,1.3601238231418946,1.1468723029184644,0.2541986498170144,"X - 17337",NA,".",NA,0.9653929448739953
"phenotypesmim",1.246198686872234,1.0875085619369043,1.1459208051223937,0.2545902877710031,"1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*",NA,"Phospholipid Metabolism",NA,0.9658666082000613
"phenotypesmim",1.3235989445922627,1.1557965393754697,1.1451833428290628,0.25489412135798284,"hydantoin-5-propionic acid",NA,"Histidine Metabolism","C05565",0.9660389888552638
"phenotypesmim",-1.4685603285900013,1.285031916392919,-1.142820119761886,0.2558694907135724,"caprylate (8:0)",NA,"Medium Chain Fatty Acid","C06423",0.9663680915933968
"phenotypesmim",1.295126351335705,1.1342783201953366,1.1418064934121885,0.2562886488851493,"isovalerylglycine",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.9663680915933968
"phenotypesmim",1.22501584898466,1.0729978637127788,1.1416759440190027,0.2563426692830037,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",NA,"Sphingolipid Metabolism",NA,0.9663680915933968
"phenotypesmim",1.3107376581882246,1.1500215740525102,1.139750494914086,0.2571403387264253,"galactonate",NA,"Fructose, Mannose and Galactose Metabolism","C00880",0.9667589985047391
"phenotypesmim",1.3334618044400064,1.1733118008715449,1.1364939851874847,0.2584934130279398,"malonylcarnitine",NA,"Fatty Acid Synthesis",NA,0.967270844782721
"phenotypesmim",1.3892528696044832,1.22329258590005,1.1356668761155992,0.2588378718946468,"X - 23782",NA,".",NA,0.9676110063214121
"phenotypesmim",-1.5441827301363344,1.3613873445128268,-1.1342714006856889,0.25941976503838754,"glycolithocholate",NA,"Secondary Bile Acid Metabolism","C15557",0.9680278553986721
"phenotypesmim",-1.4536315099621582,1.283795606250938,-1.1322920119715874,0.26024671819486483,"7-ketodeoxycholate",NA,"Secondary Bile Acid Metabolism",NA,0.9684787621121728
"phenotypesmim",-1.2533398833229972,1.1083073659172127,-1.1308594726208994,0.2608463615326835,"1,3-dimethylurate",NA,"Xanthine Metabolism",NA,0.9685283978986188
"phenotypesmim",-1.5014450919641247,1.330374805109392,-1.1285880386472489,0.26179914333100235,"5-methyluridine (ribothymidine)",NA,"Pyrimidine Metabolism, Uracil containing",NA,0.9685283978986188
"phenotypesmim",-0.9296834739301578,0.8224874365475265,-1.130331519509401,0.2610676006798959,"cotinine N-oxide",NA,"Tobacco Metabolite",NA,0.9685283978986188
"phenotypesmim",1.0093191920163656,0.8941350405170113,1.12882187396744,0.26170094554907203,"X - 24845",NA,".",NA,0.9685283978986188
"phenotypesmim",1.1186941124131138,0.9993502274692945,1.1194214817422317,0.2656689678424123,"X - 14302",NA,".",NA,0.970432437473555
"phenotypesmim",1.3722037563688545,1.2268898147600207,1.1184409063150118,0.2660852907669919,"1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)",NA,"Phospholipid Metabolism",NA,0.9705996790649514
"phenotypesmim",-1.4048933879128405,1.2601360702679287,-1.1148743544926332,0.2676033855051356,"X - 17354",NA,".",NA,0.9718231121349469
"phenotypesmim",-1.2813125179323661,1.1517354279184808,-1.1125059513434163,0.2686148243495211,"3-methyl catechol sulfate (2)",NA,"Benzoate Metabolism",NA,0.9724091851218277
"phenotypesmim",1.1925643133456003,1.0731196521034305,1.1113060048877546,0.2691282836867769,"1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*",NA,"Phospholipid Metabolism",NA,0.9725941138566655
"phenotypesmim",1.5144343745214963,1.3626804276078976,1.1113642963082646,0.2691033248838708,"X - 11261",NA,".",NA,0.9725941138566655
"phenotypesmim",-1.5782885799391841,1.4219659518204468,-1.1099341569456063,0.2697161374545933,"3-(3-hydroxyphenyl)propionate",NA,"Phenylalanine and Tyrosine Metabolism","C11457",0.9730679104680369
"phenotypesmim",-1.3038649766635733,1.1748842082983133,-1.1097816852539655,0.2697815286351915,"X - 24295",NA,".",NA,0.9730764332581501
"phenotypesmim",1.3725489863793081,1.2386653758059498,1.108086988777131,0.2705090836888977,"X - 23636",NA,".",NA,0.9735601873379679
"phenotypesmim",1.1637880229042186,1.051228609840308,1.1070741530531683,0.27094455849584165,"N-oleoyltaurine",NA,"Endocannabinoid",NA,0.9738530110568928
"phenotypesmim",1.399954022467038,1.2653506782629598,1.1063763164760445,0.2712448811518975,"N-palmitoyl-sphinganine (d18:0/16:0)",NA,"Sphingolipid Metabolism",NA,0.9739852463025386
"phenotypesmim",-1.3161505761137222,1.1902478302681145,-1.1057785972331888,0.2715023010818667,"p-cresol sulfate",NA,"Phenylalanine and Tyrosine Metabolism","C01468",0.9740998628671736
"phenotypesmim",-1.443079412353886,1.3053392004195188,-1.1055206278108398,0.27161345331283887,"X - 13723",NA,".",NA,0.9740998628671736
"phenotypesmim",1.4714294085186033,1.3311124621460813,1.1054132917862527,0.27165971089861407,"stearoylcarnitine (C18)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.9741120837670973
"phenotypesmim",1.4152543289168833,1.2817877677578036,1.104125319741933,0.2722152031405148,"3-(4-hydroxyphenyl)lactate (HPLA)",NA,"Phenylalanine and Tyrosine Metabolism","C03672",0.9745794417659536
"phenotypesmim",1.4801547284842373,1.3415023129938048,1.103356076353685,0.2725473480036385,"oleoylcarnitine (C18)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.9748174870009884
"phenotypesmim",1.430825879866867,1.2993705508621585,1.1011684687770438,0.27349345418600957,"X - 24748",NA,".",NA,0.9758799594046712
"phenotypesmim",1.2463567957057264,1.1342649416002633,1.098823343642553,0.2745102131177859,"1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*",NA,"Phospholipid Metabolism",NA,0.9768380807180913
"phenotypesmim",-1.556702460745812,1.4256480640126326,-1.0919261913521023,0.2775157387455664,"X - 12847",NA,".",NA,0.9781633739456482
"phenotypesmim",1.3900227961153173,1.2741114056331577,1.090974297828029,0.27793231909423755,"1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*",NA,"Phospholipid Metabolism",NA,0.978445934649377
"phenotypesmim",1.2522850201499387,1.1485663726879949,1.0903027025066132,0.27822649152482226,"1,2-dipalmitoyl-GPC (16:0/16:0)",NA,"Phospholipid Metabolism",NA,0.9787445391750275
"phenotypesmim",1.2337932176090207,1.1317333642987648,1.090180122394371,0.27828020732067804,"gamma-glutamylglycine",NA,"Gamma-glutamyl Amino Acid",NA,0.9787899123629505
"phenotypesmim",0.9709102845735461,0.896953794728797,1.0824529538526682,0.28168079687146563,"5-acetylamino-6-formylamino-3-methyluracil",NA,"Xanthine Metabolism","C16365",0.9808252391377643
"phenotypesmim",1.5107886174646445,1.3959090820870006,1.082297290598532,0.28174959435837593,"piperine",NA,"Food Component/Plant","C03882",0.980926257639938
"phenotypesmim",1.4059347180366786,1.3073257860690988,1.0754279713735928,0.28479711040891936,"4-hydroxyphenylpyruvate",NA,"Phenylalanine and Tyrosine Metabolism","C01179",0.9821950825984859
"phenotypesmim",1.422206763110895,1.323680756329309,1.0744333603933383,0.28524023046468805,"arachidate (20:0)",NA,"Long Chain Fatty Acid","C06425",0.982341192771363
"phenotypesmim",1.390631175961671,1.295975907735391,1.0730378301489278,0.2858627660010308,"1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*",NA,"Phospholipid Metabolism",NA,0.9823422122473405
"phenotypesmim",1.4358427455831964,1.33670133255766,1.07416870965172,0.2853582176020147,"docosahexaenoate (DHA; 22:6n3)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C06429",0.9823422122473405
"phenotypesmim",1.3576855474878378,1.2681782052617039,1.0705794673451772,0.2869616890774357,"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*",NA,"Phospholipid Metabolism",NA,0.982889965201372
"phenotypesmim",-1.3152857378518943,1.229058442678297,-1.0701571969073298,0.28715074094919374,"X - 12726",NA,".",NA,0.9829871701336517
"phenotypesmim",1.511807086259857,1.4139883623740201,1.0691792991291695,0.28758887663249133,"X - 18913",NA,".",NA,0.9833462516533182
"phenotypesmim",1.6355748826700094,1.5317185439822871,1.067803800571421,0.28820592735283335,"linolenate (18:3n3 or 3n6)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C06426",0.9836907304701821
"phenotypesmim",1.4337416462211487,1.3438478664272682,1.0668928247308758,0.2886150910186004,"iminodiacetate (IDA)",NA,"Chemical","C19911",0.9841097049266655
"phenotypesmim",1.21968633661034,1.1445521349267649,1.0656450670885191,0.2891761646165271,"gamma-glutamylleucine",NA,"Gamma-glutamyl Amino Acid",NA,0.9842053379864685
"phenotypesmim",-1.3561657005961367,1.272675263653036,-1.0656023098173946,0.2891954042978868,"X - 23649",NA,".",NA,0.9842468626314452
"phenotypesmim",-1.266825794376391,1.1890724728600288,-1.0653898927870604,0.2892909995211422,"glutamine",NA,"Glutamate Metabolism","C00064",0.9842862421550999
"phenotypesmim",1.2686169855800333,1.1914289608893116,1.0647860906730913,0.28956284996520737,"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*",NA,"Phospholipid Metabolism",NA,0.9843818651748946
"phenotypesmim",1.3714698247316786,1.2913351006171903,1.0620557158836526,0.2907943295302832,"1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16:0/14:0)*",NA,"Plasmalogen",NA,0.9849351709019709
"phenotypesmim",1.311285866581737,1.2359428614756243,1.0609599419637885,0.29128956014714275,"arabitol/xylitol",NA,"Pentose Metabolism",NA,0.9853052875372023
"phenotypesmim",-1.3652723991403406,1.2920046874041464,-1.0567085494739197,0.2932164071651483,"campesterol",NA,"Sterol","C01789",0.9861090906564245
"phenotypesmim",-1.3027460502384223,1.234346182574423,-1.055413844697393,0.29380492380106993,"carnitine",NA,"Carnitine Metabolism","C00318",0.9862322094833389
"phenotypesmim",1.2410343704889972,1.1768366189644612,1.0545511165186428,0.2941975288699274,"3-methylglutarylcarnitine (2)",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.9862351168933209
"phenotypesmim",1.2049270946423456,1.142772146953037,1.054389624261522,0.2942710594405982,"butyrylcarnitine (C4)",NA,"Fatty Acid Metabolism (also BCAA Metabolism)","C02862",0.9862351168933209
"phenotypesmim",-1.459086187039828,1.3890450725216648,-1.0504239321701858,0.29608064167327924,"X - 21448",NA,".",NA,0.9870845046844741
"phenotypesmim",1.3700720375700175,1.3123258434744234,1.0440029390434842,0.2990266024273432,"12,13-DiHOME",NA,"Fatty Acid, Dihydroxy","C14829",0.9884571158996454
"phenotypesmim",-1.3413590002345894,1.2872015488066213,-1.042073792933343,0.29991556418466814,"lactose",NA,"Disaccharides and Oligosaccharides","C00243",0.9890650396971731
"phenotypesmim",-1.3569553848606173,1.3022044692347965,-1.042044791673917,0.29992894176972523,"threonine",NA,"Glycine, Serine and Threonine Metabolism","C00188",0.989071996623059
"phenotypesmim",1.1466733947928611,1.100839424697441,1.0416354729555743,0.30011779375582315,"2-methylcitrate/homocitrate",NA,"TCA Cycle",NA,0.9892329488067075
"phenotypesmim",1.173259464798961,1.1271714059483806,1.0408882434449291,0.3004627589843848,"N6-methyladenosine",NA,"Purine Metabolism, Adenine containing",NA,0.9892831639114429
"phenotypesmim",1.4506666259171916,1.3983077945653213,1.0374444250081196,0.30205609535546407,"X - 13866",NA,".",NA,0.990125131431428
"phenotypesmim",1.178916057654818,1.1411481886905996,1.0330963755089118,0.30407592777443737,"choline",NA,"Phospholipid Metabolism","C00114",0.9913674504240718
"phenotypesmim",1.2513952667223673,1.2124350670867363,1.032133844271962,0.30452428808231913,"quinolinate",NA,"Nicotinate and Nicotinamide Metabolism","C03722",0.9913999560109962
"phenotypesmim",1.4202699844252185,1.383722654580545,1.0264123231080235,0.30719864444625333,"X - 12216",NA,".",NA,0.992846943242881
"phenotypesmim",1.3064226477853584,1.2745083049118568,1.025040513859742,0.30784219582225875,"1-palmitoleoyl-GPC* (16:1)*",NA,"Lysolipid",NA,0.992986384310789
"phenotypesmim",1.2586332654403365,1.2284205959029706,1.0245947272767415,0.3080515207458027,"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)",NA,"Phospholipid Metabolism",NA,0.9931649078427983
"phenotypesmim",1.189991686408949,1.1713639947801526,1.0159025646270547,0.3121521446969639,"1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)",NA,"Plasmalogen",NA,0.995872945270261
"phenotypesmim",1.0528037399080514,1.0422100662439076,1.010164624203183,0.3148790032476114,"adenosine",NA,"Purine Metabolism, Adenine containing","C00212",0.9966531418221044
"phenotypesmim",-1.1997705503339111,1.1881702759648574,-1.0097631413642576,0.3150703943356075,"glycerophosphorylcholine (GPC)",NA,"Phospholipid Metabolism","C00670",0.9966531418221044
"phenotypesmim",1.2807778522980309,1.2780030961380509,1.0021711654442504,0.31870417645843646,"X - 12814",NA,".",NA,0.9978046051995172
"phenotypesmim",1.2304958192316338,1.2284888500712796,1.0016336893576507,0.31896248291950074,"urea",NA,"Urea cycle; Arginine and Proline Metabolism","C00086",0.9980087204622164
"phenotypesmim",-1.0433753545924858,1.0466690124844333,-0.9968532001495587,0.321266066119095,"pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.9988312462100015
"phenotypesmim",1.4392626721716175,1.4450645171845606,0.9959850616052445,0.3216855782933123,"X - 11483",NA,".",NA,0.9990572254980925
"phenotypesmim",1.2000226254493556,1.206878360559981,0.9943194481443478,0.3224914718374138,"1-oleoyl-2-docosapentaenoyl-GPC (18:1/22:5n3)*",NA,"Phospholipid Metabolism",NA,0.9990958354487607
"phenotypesmim",1.1350043136152812,1.1436490491138125,0.9924410941405234,0.32340190095151244,"C-glycosyltryptophan",NA,"Tryptophan Metabolism",NA,0.9990958354487607
"phenotypesmim",-0.6644839883704248,1.3628604722858284,-0.487565676665296,0.6269354731823213,"1-(1-enyl-oleoyl)-GPE (P-18:1)*",NA,"Lysoplasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.7553247381758428,1.2657175310514162,-0.5967561637140347,0.5520324420553129,"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.3110075706174831,1.1201823327295097,0.27764013190572434,0.7818675837796357,"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.5982701962550581,1.1196889675604642,0.5343182022758931,0.5943192832154911,"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",1.1051501492165756,1.1817192337174407,0.9352053497005419,0.35195807563567727,"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.04458137533025065,1.220452630354073,-0.036528558521207725,0.9709344622350826,"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.5665500199275609,1.2516454060482207,0.4526441891528295,0.651795349359874,"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.18355387097025358,1.187172350157938,0.15461434133454513,0.877440137173908,"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",1.0379791519272912,1.190606126085693,0.8718073334124465,0.3854228701274429,"1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.35376132473113453,1.2656661725975724,0.2795060280430008,0.7804396240229515,"1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.16071965408513247,1.2564314397911729,-0.12791756795885745,0.8984736910744218,"1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.02615006848115697,1.2364816364259752,0.021148772218520937,0.9831695458105308,"1-(1-enyl-palmitoyl)-GPE (P-16:0)*",NA,"Lysoplasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.16095607064882284,1.1097696182101584,-0.1450355713543623,0.8849776556290421,"1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.2882011948644745,1.098702417405944,0.26231051310956666,0.7936271048294903,"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.7338038799090576,1.1367426038151294,0.6455321349321025,0.5200757666589264,"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.31547612506999934,1.2957582795212248,-0.24346834595304762,0.8081463886086702,"1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",0.6206511380923653,1.2381001218072014,0.50129317262842,0.6172776754078635,"1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.41693362701254966,1.1602748586172245,-0.3593403958691622,0.72010577130434,"1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1)",NA,"Plasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.4826326204627001,1.1322164100231855,-0.42627241240286984,0.6708347822223797,"1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,"Lysoplasmalogen",NA,0.9999370776031612
"phenotypesmim",-0.1738762107549913,1.3748728372365902,-0.12646712193723442,0.8996186679899054,"1-adrenoyl-GPC (22:4)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.048291463939217426,0.2384191115824971,0.2025486279966602,0.8399035227353161,"1-arachidonoyl-GPA (20:4)",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.5611627815382195,1.3944880461834215,-0.40241490995499574,0.6882462693581906,"1-arachidonoyl-GPC* (20:4)*",NA,"Lysolipid","C05208",0.9999370776031612
"phenotypesmim",0.228323827112193,1.341103904349906,0.17025066169117742,0.8651604526945698,"1-arachidonoyl-GPE* (20:4)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.023495201930269664,1.0957135657367723,-0.021442832018303232,0.9829355653673125,"1-arachidonoyl-GPI* (20:4)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.6658409417793951,1.2305522142850058,-0.5410911735803687,0.5896602340650937,"1-arachidoyl-GPC (20:0)",NA,"Lysolipid","C04230",0.9999370776031612
"phenotypesmim",0.4655174503898696,1.212754209060411,0.3838514407222978,0.7019117136818072,"1-behenoyl-GPC (22:0)",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.8790199905672429,1.3200373942449095,0.6659053708626653,0.5070202483746711,"1-dihomo-linolenoyl-GPE (20:3n3 or 6)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.4252294832330746,0.44430939037327505,0.9570571598224135,0.3408697366569472,"1-dihomo-linolenylglycerol (20:3)",NA,"Monoacylglycerol",NA,0.9999370776031612
"phenotypesmim",0.761089518993587,1.1586996531270504,0.6568479734498843,0.5128027201817777,"1-docosahexaenoyl-GPC* (22:6)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.23556630046019866,1.3089827574059514,0.17996134718155277,0.8575507587480423,"1-docosapentaenoyl-GPC* (22:5n3)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.8444794163708244,1.2601773567437824,-0.6701274323424642,0.504336709911843,"1-docosapentaenoyl-GPC* (22:5n6)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.37075554841281977,1.403516066932734,-0.2641619552122939,0.7922042521686878,"1-eicosadienoyl-GPC* (20:2)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.3925102339608011,0.9586800341146637,0.40942777568459776,0.6831102462263521,"1-eicosapentaenoyl-GPC (20:5)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.5735810918387868,1.104553990471663,0.5192875104220647,0.6047192720722401,"1-eicosapentaenoyl-GPE (20:5)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.08361315973913568,1.297317075324183,0.06445082804313033,0.9487412206380031,"1-eicosatrienoyl-GPC* (20:3)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",0.6308767899351531,1.249510746993356,0.5048990506509886,0.6147518186844851,"1-eicosenoyl-GPC (20:1)*",NA,"Lysolipid",NA,0.9999370776031612
"phenotypesmim",-0.48642073023024984,1.3841403943173511,-0.35142441635781413,0.7260167951066804,"1-heptadecanoyl-GPC (17:0)",NA,"Lysolipid","C04230",0.9999370776031612
