"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","BIOCHEMICAL","SUPER_PATHWAY.x","SUB_PATHWAY.x","KEGG.x","FDR","PATHWAY_SORTORDER","SUPER_PATHWAY.y","SUB_PATHWAY.y","COMP_ID","PLATFORM","RI","MASS","CAS","PUBCHEM","KEGG.y","Group HMDB"
0.3599618074340159,0.14630451476447714,-0.21365729266953876,1.377071077789995,0.17978807915556644,27.031557193547606,-0.17635058085998143,0.8962741957280133,"Welch Two Sample t-test","two.sided","alpha-ketobutyrate",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C00109",0.7881539579822913,342,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",4968,"LC/MS Polar",940,101.0244,"600-18-0","58","C00109","HMDB00005"
-0.38833538765136943,0.19480178205683898,0.5831371697082084,-1.3732580016089,0.18125930209763577,26.318413092423246,-0.9692641409121694,0.19259336560943052,"Welch Two Sample t-test","two.sided","benzoylcarnitine*",NA,"Chemical",NA,0.7881539579822913,4425,"Xenobiotics","Chemical",43265,"LC/MS Pos Early",3041,266.1387,"105450-08-6",NA,NA,NA
-0.15053792656077555,0.13641893308734124,0.2869568596481168,-1.3498956256893464,0.18227366012835702,58.231176717880054,-0.3737469846306433,0.0726711315090922,"Welch Two Sample t-test","two.sided","cytidine",NA,"Pyrimidine Metabolism, Cytidine containing","C00475",0.7881539579822913,3313,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",514,"LC/MS Pos Early",2124,244.0928,"65-46-3","6175","C00475","HMDB00089"
-0.8080347761473785,0.04872176661462409,0.8567565427620026,-1.3709079765675507,0.18305065632366974,24.07289645039494,-2.0243342198223893,0.4082646675276323,"Welch Two Sample t-test","two.sided","EDTA",NA,"Chemical","C00284",0.7881539579822913,4399,"Xenobiotics","Chemical",22163,"LC/MS Pos Early",875,293.098,"60-00-4","6049","C00284","HMDB15109"
-0.72857375365078,0.16543284619281484,0.8940065998435949,-1.378493788829351,0.18066166362914424,24.201047192765106,-1.818924364200113,0.36177685689855277,"Welch Two Sample t-test","two.sided","methyl-4-hydroxybenzoate sulfate",NA,"Benzoate Metabolism",NA,0.7881539579822913,3515,"Xenobiotics","Benzoate Metabolism",48429,"LC/MS Neg",2873,230.9969,NA,NA,NA,NA
0.11597188691929038,0.2236743162063139,0.10770242928702352,1.3274503727698586,0.1868914499257605,119.43893452163813,-0.05701179364664969,0.2889555674852305,"Welch Two Sample t-test","two.sided","2-hydroxyacetaminophen sulfate*",NA,"Drug",NA,0.8016659562604991,4006,"Xenobiotics","Drug",33173,"LC/MS Neg",1674,246.0078,NA,"86290013",NA,NA
-0.39154344851435824,0.1466016385736421,0.5381450870880004,-1.346352162211694,0.1897171624306052,26.21209965999575,-0.989093085436888,0.20600618840817142,"Welch Two Sample t-test","two.sided","4-acetamidobutanoate",NA,"Polyamine Metabolism","C02946",0.8048908891586298,418,"Amino Acid","Polyamine Metabolism",1558,"LC/MS Pos Early",1350,146.0812,"3025-96-5","18189","C02946","HMDB03681"
0.3961066361054283,0.014796084495263722,-0.3813105516101646,1.3461736821491403,0.18975955230821334,26.245229230499703,-0.20845037846220563,1.0006636506730622,"Welch Two Sample t-test","two.sided","5-methyluridine (ribothymidine)",NA,"Pyrimidine Metabolism, Uracil containing",NA,0.8048908891586298,3289,"Nucleotide","Pyrimidine Metabolism, Uracil containing",35136,"LC/MS Neg",1778.1,257.0779,"1463-10-1","445408",NA,"HMDB00884"
0.12242843499355399,0.3026045745981349,0.1801761396045809,1.321625563815346,0.18969874315773536,88.51204812111406,-0.06164879458007101,0.306505664567179,"Welch Two Sample t-test","two.sided","X - 23291",NA,".",NA,0.8048908891586298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.324226491793452,0.08995303693363312,0.4141795287270851,-1.2198175561449824,0.23312081885601676,26.901053580371425,-0.869695213393733,0.22124222980682914,"Welch Two Sample t-test","two.sided","1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*",NA,"Plasmalogen",NA,0.806574157483386,2071,"Lipid","Plasmalogen",52477,"LC/MS Pos Late",2600,702.5432,NA,NA,NA,"HMDB11342"
-0.2567734671156753,0.16140096650801805,0.41817443362369333,-1.169143621215267,0.2519822519298771,28.647592360693032,-0.7061976889777067,0.19265075474635618,"Welch Two Sample t-test","two.sided","1-(1-enyl-palmitoyl)-GPE (P-16:0)*",NA,"Lysoplasmalogen",NA,0.806574157483386,2096,"Lipid","Lysoplasmalogen",39270,"LC/MS Pos Late",1558,438.2979,NA,NA,NA,NA
-0.23833722079241823,0.16033309628892836,0.3986703170813466,-1.3103371960240937,0.1995248731333656,31.60627348714882,-0.6090161030530765,0.13234166146824003,"Welch Two Sample t-test","two.sided","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*",NA,"Plasmalogen",NA,0.806574157483386,2087,"Lipid","Plasmalogen",52475,"LC/MS Pos Late",2511,752.5589,NA,"9547058",NA,"HMDB05779"
-0.26053950539281334,0.18124296791767974,0.4417824733104931,-1.2537946203627168,0.21982806871192792,29.30147284127365,-0.6853499745830962,0.16427096379746953,"Welch Two Sample t-test","two.sided","1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,"Lysoplasmalogen",NA,0.806574157483386,2100,"Lipid","Lysoplasmalogen",39271,"LC/MS Pos Late",1649,466.3292,NA,NA,NA,NA
-0.16788153720422433,0.07790725145569326,0.24578878865991757,-1.1720088153231552,0.248238670029403,39.36169032318697,-0.4575318542088255,0.12176877980037683,"Welch Two Sample t-test","two.sided","1-arachidonoyl-GPI* (20:4)*",NA,"Lysolipid",NA,0.806574157483386,1970,"Lipid","Lysolipid",34214,"LC/MS Neg",5482,619.2889,NA,NA,NA,"HMDB61690"
-0.1781500699700901,0.09520242448428115,0.27335249445437126,-1.2212833507517318,0.22941051709922022,38.47116284132833,-0.4733321575801088,0.11703201763992863,"Welch Two Sample t-test","two.sided","1-docosapentaenoyl-GPC* (22:5n3)*",NA,"Lysolipid",NA,0.806574157483386,1927,"Lipid","Lysolipid",37231,"LC/MS Pos Late",1462,570.3554,NA,NA,NA,NA
-0.31718111923045195,0.18676733143048269,0.5039484506609346,-1.189339011281112,0.2447560187237653,26.751458494018113,-0.8646153914711979,0.230253153010294,"Welch Two Sample t-test","two.sided","1-linolenoyl-GPC (18:3)*",NA,"Lysolipid",NA,0.806574157483386,1911,"Lipid","Lysolipid",45951,"LC/MS Pos Late",1422,518.3241,NA,NA,NA,"HMDB10388"
0.18726175294077127,0.2536434525149436,0.06638169957417231,1.3115106592591104,0.19746754534973673,38.427710640788064,-0.10168220849884463,0.47620571438038717,"Welch Two Sample t-test","two.sided","1-oleoyl-GPI (18:1)*",NA,"Lysolipid",NA,0.806574157483386,1964,"Lipid","Lysolipid",36602,"LC/MS Neg",5599,597.3045,NA,NA,NA,NA
-0.23918855876507042,0.1912517361909993,0.4304402949560697,-1.2279681508477267,0.2289289576543002,30.2483230795116,-0.6368536746256952,0.15847655709555442,"Welch Two Sample t-test","two.sided","1-palmitoleoyl-GPE (16:1)*",NA,"Lysolipid",NA,0.806574157483386,1943,"Lipid","Lysolipid",34565,"LC/MS Pos Late",1450,452.2772,NA,NA,NA,"HMDB11474"
0.17102051116648342,0.2115690743444684,0.04054856317798497,1.1566194088379096,0.25476268109296873,37.399071769927275,-0.12846927761968258,0.4705102999526494,"Welch Two Sample t-test","two.sided","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)",NA,"Phospholipid Metabolism",NA,0.806574157483386,1673,"Lipid","Phospholipid Metabolism",52610,"LC/MS Pos Late",2023,806.5694,"59403-54-2","6441886",NA,"HMDB07991"
0.193854594385687,0.21159359598512853,0.01773900159944152,1.248560205253962,0.2199601291645672,35.664540928917006,-0.12113524919665836,0.5088444379680324,"Welch Two Sample t-test","two.sided","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*",NA,"Phospholipid Metabolism",NA,0.806574157483386,1677,"Lipid","Phospholipid Metabolism",52669,"LC/MS Polar",893,835.5342,NA,NA,NA,"HMDB09783"
0.1179247754157187,0.24141305158422996,0.12348827616851125,1.2586689274364957,0.21139534697192158,90.27200812367437,-0.06819925360788312,0.3040488044393206,"Welch Two Sample t-test","two.sided","1-stearoyl-GPI (18:0)",NA,"Lysolipid",NA,0.806574157483386,1962,"Lipid","Lysolipid",19324,"LC/MS Neg",5794.3,599.3202,"796963-93-4",NA,NA,"HMDB61696"
-0.2251353461400672,0.3298678074564623,0.5550031535965295,-1.2731179017066956,0.21238155938878786,31.1976266020693,-0.5857058031760877,0.13543511089595328,"Welch Two Sample t-test","two.sided","1,2-dilinoleoyl-GPE (18:2/18:2)*",NA,"Phospholipid Metabolism",NA,0.806574157483386,1694,"Lipid","Phospholipid Metabolism",53174,"LC/MS Pos Late",2083,740.5225,NA,"9546812",NA,"HMDB09093"
-0.19133461909636468,0.11782671047663214,0.3091613295729968,-1.1851270498581983,0.24400983756293326,34.74596036805567,-0.5191741300433999,0.13650489185067055,"Welch Two Sample t-test","two.sided","12,13-DiHOME",NA,"Fatty Acid, Dihydroxy","C14829",0.806574157483386,1441,"Lipid","Fatty Acid, Dihydroxy",38395,"LC/MS Neg",5137,313.2384,"263399-35-5","10236635","C14829","HMDB04705"
-0.22316498218101355,0.21265881584928092,0.4358237980302945,-1.1721388829000274,0.25019954645855613,30.555709616916204,-0.6116994585430269,0.16536949418099983,"Welch Two Sample t-test","two.sided","2-ethylphenylsulfate",NA,"Benzoate Metabolism",NA,0.806574157483386,3498,"Xenobiotics","Benzoate Metabolism",36847,"LC/MS Neg",3416,201.0227,NA,NA,NA,NA
0.19868853867400876,0.11928815109317094,-0.07940038758083781,1.271812034586928,0.21161258783815146,35.92115088022001,-0.11817412443677434,0.515551201784792,"Welch Two Sample t-test","two.sided","2-linoleoyl-GPC* (18:2)*",NA,"Lysolipid",NA,0.806574157483386,1910,"Lipid","Lysolipid",35257,"LC/MS Neg",6013.2,594.3413,NA,NA,NA,NA
-0.10119673160698284,0.21760550303425863,0.31880223464124147,-1.1631599095553202,0.2470756012523186,119.8324187169471,-0.27345622748968856,0.07106276427572286,"Welch Two Sample t-test","two.sided","2-linoleoylglycerol (18:2)",NA,"Monoacylglycerol",NA,0.806574157483386,2126,"Lipid","Monoacylglycerol",32506,"LC/MS Neg",6250,279.2329,"3443-82-1","5365676",NA,"HMDB11538"
0.10576203439009253,0.19260650922794756,0.08684447483785503,1.1947294410432836,0.2346274259087821,116.11474801419371,-0.06956875299014277,0.28109282177032785,"Welch Two Sample t-test","two.sided","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",NA,"Fatty Acid, Dicarboxylate",NA,0.806574157483386,1256,"Lipid","Fatty Acid, Dicarboxylate",31787,"LC/MS Neg",2840,239.0925,"86879-39-2","123979",NA,"HMDB61112"
0.1839366649877964,0.19120575810744633,0.0072690931196499374,1.3189603576945894,0.1946656458966055,40.09747317781243,-0.09789266872120245,0.4657659986967953,"Welch Two Sample t-test","two.sided","3-phenylpropionate (hydrocinnamate)",NA,"Phenylalanine and Tyrosine Metabolism","C05629",0.806574157483386,187,"Amino Acid","Phenylalanine and Tyrosine Metabolism",15749,"LC/MS Neg",2860,149.0608,"501-52-0","107","C05629","HMDB00764"
-0.35216794178307165,0.24529382054014662,0.5974617623232182,-1.1981645920795159,0.24165185147757084,26.02289738784973,-0.9563091237115897,0.2519732401454465,"Welch Two Sample t-test","two.sided","4-hydroxycoumarin",NA,"Drug","C20414",0.806574157483386,4082,"Xenobiotics","Drug",37445,"LC/MS Neg",2470,161.02440000000001,"1076-38-6","54682930","C20414",NA
0.20750155999529707,0.3112047028656836,0.10370314287038651,1.2850798810679605,0.20751468056671862,33.74662271404566,-0.12073528049504922,0.5357384004856434,"Welch Two Sample t-test","two.sided","5-acetylamino-6-formylamino-3-methyluracil",NA,"Xanthine Metabolism","C16365",0.806574157483386,3535,"Xenobiotics","Xanthine Metabolism",34401,"LC/MS Polar",1424,225.0629,"85438-96-6","108214","C16365","HMDB11105"
-0.24601502564431565,0.464697358989305,0.7107123846336206,-1.1899695636990346,0.24405453170833688,27.98910080620456,-0.6695113837748977,0.17748133248626638,"Welch Two Sample t-test","two.sided","5alpha-androstan-3alpha, 17beta-diol 17-glucosiduronate",NA,"Steroid",NA,0.806574157483386,2503,"Lipid","Steroid",47132,"LC/MS Neg",4930,467.265,NA,NA,NA,NA
-0.48110568160133366,0.15961930094908922,0.6407249825504229,-1.3165979900946165,0.19985862334517251,25.122861613520065,-1.2335069913623864,0.27129562815971914,"Welch Two Sample t-test","two.sided","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",NA,"Steroid",NA,0.806574157483386,2416,"Lipid","Steroid",37200,"LC/MS Neg",5060,399.2211,NA,NA,NA,NA
-0.4554770117902078,0.12230849316339948,0.5777855049536073,-1.249462114571199,0.2229936703831152,25.163259759140274,-1.2060111374458995,0.29505711386548394,"Welch Two Sample t-test","two.sided","adenosine",NA,"Purine Metabolism, Adenine containing","C00212",0.806574157483386,3220,"Nucleotide","Purine Metabolism, Adenine containing",555,"LC/MS Neg",2075.4,134.0472,"58-61-7","60961","C00212","HMDB00050"
0.24508597589803208,0.18751484919423073,-0.05757112670380135,1.3323804973248632,0.19230894392344627,31.45168725358692,-0.12985598069342977,0.6200279324894938,"Welch Two Sample t-test","two.sided","alpha-ketoglutarate",NA,"TCA Cycle","C00026",0.806574157483386,1074,"Energy","TCA Cycle",528,"LC/MS Polar",2700,145.0143,"305-72-6;328-50-7;22202-68-2","51","C00026","HMDB00208"
-0.2985661135268418,0.0061875083581815005,0.3047536218850233,-1.176145791545586,0.24967817242499124,27.335694971238407,-0.8191267845163471,0.22199455746266353,"Welch Two Sample t-test","two.sided","arginine",NA,"Urea cycle; Arginine and Proline Metabolism","C00062",0.806574157483386,366,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",1638,"LC/MS Pos Early",2825,175.119,"1119-34-2","232","C00062","HMDB00517"
0.17633411538780763,0.22420146911840236,0.047867353730594725,1.1576172248497625,0.2545980912565678,36.21621276755606,-0.1325314020586035,0.4851996328342188,"Welch Two Sample t-test","two.sided","bilirubin",NA,"Hemoglobin and Porphyrin Metabolism","C00486",0.806574157483386,3423,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",43807,"LC/MS Pos Late",1840,585.2708,"635-65-4","5280352","C00486","HMDB00054"
0.18662425776440777,0.30791289495188706,0.1212886371874793,1.302291074645936,0.20072778705277186,37.64889252556566,-0.10356954287405808,0.4768180584028736,"Welch Two Sample t-test","two.sided","caprate (10:0)",NA,"Medium Chain Fatty Acid","C01571",0.806574157483386,1099,"Lipid","Medium Chain Fatty Acid",1642,"LC/MS Neg",5090.7,171.1391,"112-37-8","2969","C01571","HMDB00511"
0.15127195610247388,0.31405903889162273,0.16278708278914886,1.2083705281523256,0.23330339095674404,44.38549277099497,-0.10096344680361535,0.40350735900856316,"Welch Two Sample t-test","two.sided","cholate",NA,"Primary Bile Acid Metabolism","C00695",0.806574157483386,2534,"Lipid","Primary Bile Acid Metabolism",22842,"LC/MS Neg",5165,407.2803,"81-25-4","221493","C00695","HMDB00619"
-0.31269369039747347,0.18780625010760982,0.5004999405050833,-1.2692322495980324,0.21504046849892827,27.38307442402536,-0.8178610803800982,0.1924736995851514,"Welch Two Sample t-test","two.sided","cis-4-decenoylcarnitine (C10:1)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.806574157483386,1343,"Lipid","Fatty Acid Metabolism(Acyl Carnitine)",38178,"LC/MS Pos Late",1057,314.2326,"98930-66-6",NA,NA,NA
-0.26027342506839024,0.01020742295081198,0.27048084801920225,-1.1897778734991582,0.24381422914634698,28.907198052997664,-0.7077461643153911,0.1871993141786106,"Welch Two Sample t-test","two.sided","cortisone",NA,"Steroid","C00762",0.806574157483386,2438,"Lipid","Steroid",1769,"LC/MS Neg",4572.5,359.1864,"53-06-5","222786","C00762","HMDB02802"
-0.24400131860759122,-0.04074557451165436,0.20325574409593686,-1.1957920652466714,0.24117931715242918,29.887011774625297,-0.6607929977755014,0.17279036056031882,"Welch Two Sample t-test","two.sided","cysteine",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C00097",0.806574157483386,343,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1868,"LC/MS Pos Early",1488,122.027,"52-90-4;56-89-3","5862","C00097","HMDB00574"
-0.25562296523319344,0.08938095154276145,0.3450039167759549,-1.2479831342161267,0.2217779313583351,29.727947384957304,-0.6740998970248129,0.16285396655842596,"Welch Two Sample t-test","two.sided","cysteine s-sulfate",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C05824",0.806574157483386,348,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",22176,"LC/MS Polar",2273,199.9693,"1637-71-4","115015","C05824","HMDB00731"
-0.29154991406558206,0.17823723445750442,0.46978714852308645,-1.190095031388561,0.24419616467001515,27.461511658896388,-0.7938131276132535,0.2107132994820894,"Welch Two Sample t-test","two.sided","docosadienoate (22:2n6)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C16533",0.806574157483386,1159,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32415,"LC/MS Neg",6034,335.2956,"7370-49-2","5282807","C16533","HMDB61714"
0.1293383283806459,0.21792230330344792,0.08858397492280203,1.3156963751036717,0.1920964333085354,78.6888668534642,-0.06634308871418754,0.32501974547547935,"Welch Two Sample t-test","two.sided","eicosapentaenoate (EPA; 20:5n3)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C06428",0.806574157483386,1145,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)",18467,"LC/MS Neg",5450,301.2173,"10-2005-9;10417-94-4","446284","C06428","HMDB01999"
0.17612422876067946,0.24126692388604212,0.06514269512536265,1.2490586976182747,0.219070132829972,39.09921636746709,-0.10906331144763888,0.4613117689689978,"Welch Two Sample t-test","two.sided","eicosenoate (20:1n9 or 1n11)",NA,"Long Chain Fatty Acid",NA,0.806574157483386,1129,"Lipid","Long Chain Fatty Acid",33587,"LC/MS Neg",5950,309.2799,NA,"5282768","C16526","HMDB02231"
0.09327136623373425,0.14819554495048592,0.05492417871675167,1.2303288541893822,0.21981824559291946,232.32935707401984,-0.05609178216496843,0.24263451463243693,"Welch Two Sample t-test","two.sided","erucate (22:1n9)",NA,"Long Chain Fatty Acid","C08316",0.806574157483386,1134,"Lipid","Long Chain Fatty Acid",1552,"LC/MS Neg",6355.6,337.3112,"112-86-7","5281116","C08316","HMDB02068"
-0.588544541541281,0.1353496257622908,0.7238941673035718,-1.212789973879272,0.23683212546276183,24.378181664360238,-1.5892947501810921,0.41220566709853035,"Welch Two Sample t-test","two.sided","ethylmalonate",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.806574157483386,308,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",15765,"LC/MS Polar",2785,131.035,"601-75-2","11756",NA,"HMDB00622"
-0.19161751249229253,0.3824217162704727,0.5740392287627653,-1.2626472653989786,0.21524478066313302,34.25229208131455,-0.49994433069411737,0.1167093057095323,"Welch Two Sample t-test","two.sided","gamma-CEHC glucuronide*",NA,"Tocopherol Metabolism",NA,0.806574157483386,3395,"Cofactors and Vitamins","Tocopherol Metabolism",42381,"LC/MS Neg",2500,439.161,NA,NA,NA,NA
0.10634880868005545,0.154871385270143,0.04852257659008754,1.1530618015045375,0.2515956776659616,101.40802068074049,-0.0766050786746253,0.2893026960347362,"Welch Two Sample t-test","two.sided","glucuronate",NA,"Aminosugar Metabolism","C00191",0.806574157483386,1038,"Carbohydrate","Aminosugar Metabolism",15443,"LC/MS Polar",3233.3,193.0354,"207300-70-7","444791","C00191","HMDB00127"
0.2068829814373639,0.2971106254821701,0.0902276440448062,1.245034901837021,0.22185517526686638,33.12486499990144,-0.13113671899416932,0.544902681868897,"Welch Two Sample t-test","two.sided","homostachydrine*",NA,"Food Component/Plant","C08283",0.806574157483386,3766,"Xenobiotics","Food Component/Plant",33009,"LC/MS Pos Early",1750,158.1176,"1195-94-4","441447","C08283","HMDB33433"
-0.22271858381659437,0.09898176348523467,0.32170034730182906,-1.2375183400375305,0.2248879927360778,32.03819266878061,-0.5892923030430404,0.14385513540985154,"Welch Two Sample t-test","two.sided","hydantoin-5-propionic acid",NA,"Histidine Metabolism","C05565",0.806574157483386,67,"Amino Acid","Histidine Metabolism",40473,"LC/MS Polar",2080,171.0411,"5624-26-0","782","C05565","HMDB01212"
-0.29153653318124795,0.19791105424624583,0.4894475874274938,-1.2676902923851243,0.2153396008273368,28.02748915112871,-0.7625972756545749,0.1795242092920791,"Welch Two Sample t-test","two.sided","imidazole propionate",NA,"Histidine Metabolism",NA,0.806574157483386,70,"Amino Acid","Histidine Metabolism",40730,"LC/MS Pos Early",2263,141.0659,"1074-59-5","70630",NA,"HMDB02271"
-0.25164955382930626,0.08679898707017614,0.3384485408994824,-1.2036395268642783,0.23831894856589061,29.438020478332586,-0.6789773997798265,0.175678292121214,"Welch Two Sample t-test","two.sided","indole-3-carboxylic acid",NA,"Tryptophan Metabolism","C19837",0.806574157483386,222,"Amino Acid","Tryptophan Metabolism",38116,"LC/MS Neg",1708.8,160.0404,"771-50-6","69867","C19837","HMDB03320"
0.2365919134106037,0.2614837691147152,0.024891855704111513,1.2554393380090163,0.21878799224074905,30.710808242658903,-0.1479082424881769,0.6210920693093843,"Welch Two Sample t-test","two.sided","lactate",NA,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","C00186",0.806574157483386,898,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,"LC/MS Neg",681.6,89.0244,"79-33-4","612","C00186","HMDB00190"
0.14731308656116426,0.2539591201353493,0.10664603357418506,1.3019971379138633,0.19840374337974695,54.39769745834446,-0.07948888093504873,0.3741150540573772,"Welch Two Sample t-test","two.sided","mannitol/sorbitol",NA,"Fructose, Mannose and Galactose Metabolism","C00794",0.806574157483386,992,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",46142,"LC/MS Polar",2260,181.0718,NA,"5780","C00794","HMDB00247"
-0.2511767719957314,0.028015316170649382,0.2791920881663808,-1.2148955177154233,0.23398638665082566,29.66930448007225,-0.6736092056651385,0.17125566167367567,"Welch Two Sample t-test","two.sided","N-acetylalanine",NA,"Alanine and Aspartate Metabolism","C02847",0.806574157483386,30,"Amino Acid","Alanine and Aspartate Metabolism",1585,"LC/MS Neg",861.2,130.051,"97-69-8","88064","C02847","HMDB00766"
-0.2804785493231119,0.2454353402458227,0.5259138895689346,-1.162124999570575,0.25519129785407746,27.445327528528455,-0.7753115752511204,0.2143544766048965,"Welch Two Sample t-test","two.sided","N-acetylcitrulline",NA,"Urea cycle; Arginine and Proline Metabolism","C15532",0.806574157483386,382,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",48434,"LC/MS Neg",940,216.099,"33965-42-3","656979","C15532","HMDB00856"
-0.2655156937856359,0.10881592813505846,0.37433162192069436,-1.2971921351706441,0.20455298204496267,29.696328636009536,-0.6837174332187358,0.15268604564746402,"Welch Two Sample t-test","two.sided","N-acetylisoleucine",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.806574157483386,297,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",33967,"LC/MS Neg",2325,172.0979,"3077-46-1","2802421",NA,NA
-0.43568589193638224,0.16270364928973186,0.5983895412261141,-1.2096643877582438,0.23764163976865324,25.18233388708649,-1.177199471431263,0.30582768755849854,"Welch Two Sample t-test","two.sided","N-acetylneuraminate",NA,"Aminosugar Metabolism","C00270",0.806574157483386,1049,"Carbohydrate","Aminosugar Metabolism",32377,"LC/MS Polar",3072.6,308.0987,"131-48-6","439197","C00270","HMDB00230"
-0.29140587398339934,0.025650335143260313,0.31705620912665966,-1.2733505439305883,0.21323545011602074,28.35127924716654,-0.7599216755944055,0.17710992762760683,"Welch Two Sample t-test","two.sided","N-formylmethionine",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C03145",0.806574157483386,328,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",2829,"LC/MS Neg",1543.8,176.0387,"4289-98-9","439750","C03145","HMDB01015"
-0.3798565415630328,0.2797744305801871,0.6596309721432199,-1.1711259348205736,0.2523851443447276,25.477726758498733,-1.0472365606580167,0.2875234775319512,"Welch Two Sample t-test","two.sided","N-oleoyltaurine",NA,"Endocannabinoid",NA,0.806574157483386,1542,"Lipid","Endocannabinoid",39732,"LC/MS Neg",5610,388.2527,"52514-04-2","6437033",NA,NA
0.1253565389169955,0.1193843410267269,-0.0059721978902686065,1.150359492738705,0.25439641531405177,62.24194316026184,-0.09245778597377441,0.3431708638077654,"Welch Two Sample t-test","two.sided","N-palmitoyl-sphingosine (d18:1/16:0)",NA,"Sphingolipid Metabolism",NA,0.806574157483386,2264,"Lipid","Sphingolipid Metabolism",44877,"LC/MS Pos Late",2893,538.5194,"24696-26-2","5283564",NA,"HMDB04949"
-0.17184006925565753,0.055478452589727945,0.22731852184538548,-1.2514942633363406,0.2177554866086289,41.544199486453984,-0.44902875973107254,0.10534862121975741,"Welch Two Sample t-test","two.sided","N6-carboxymethyllysine",NA,"Advanced Glycation End-product",NA,0.806574157483386,1064,"Carbohydrate","Advanced Glycation End-product",36713,"LC/MS Pos Early",2500,205.1183,"03/04/5746","123800",NA,NA
0.17025019984807294,0.22776355557028385,0.05751335572221091,1.1624499567882647,0.252371011792769,37.636501320020244,-0.12633276779347194,0.4668331674896178,"Welch Two Sample t-test","two.sided","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",NA,"Diacylglycerol",NA,0.806574157483386,2155,"Lipid","Diacylglycerol",46799,"LC/MS Pos Late",3223,636.5562,"104346-53-4",NA,NA,"HMDB07219"
0.14470904418021566,0.27649956386005664,0.13179051967984098,1.1661177586401676,0.24961012029158408,45.74951912576925,-0.10511756086264983,0.3945356492230811,"Welch Two Sample t-test","two.sided","phenol sulfate",NA,"Phenylalanine and Tyrosine Metabolism","C02180",0.806574157483386,137,"Amino Acid","Phenylalanine and Tyrosine Metabolism",32553,"LC/MS Neg",2156,172.9914,"937-34-8","74426","C02180","HMDB60015"
0.17768292640030095,0.2728450378436364,0.09516211144333545,1.2443267652038665,0.2209583549301095,38.209793222542196,-0.11133716361339643,0.46670301641399836,"Welch Two Sample t-test","two.sided","picolinate",NA,"Tryptophan Metabolism","C10164",0.806574157483386,243,"Amino Acid","Tryptophan Metabolism",1512,"LC/MS Pos Early",910,124.0393,"98-98-6","1018","C10164","HMDB02243"
0.11787464510482668,0.29021184266034306,0.17233719755551638,1.2738404521132651,0.20600048408582863,89.98114444988772,-0.06596252585907215,0.3017118160687255,"Welch Two Sample t-test","two.sided","propyl 4-hydroxybenzoate sulfate",NA,"Benzoate Metabolism",NA,0.806574157483386,3517,"Xenobiotics","Benzoate Metabolism",48460,"LC/MS Neg",3971,259.0282,"162338-10-5",NA,NA,NA
0.18448128683332876,0.18808617947788084,0.0036048926445520907,1.2109903666434327,0.23368992954260673,36.46252010399678,-0.12434088038398738,0.4933034540506449,"Welch Two Sample t-test","two.sided","pyrraline",NA,"Food Component/Plant",NA,0.806574157483386,3903,"Xenobiotics","Food Component/Plant",48428,"LC/MS Neg",2304,253.1194,"74509-14-1","122228",NA,"HMDB33143"
0.17276078863980043,0.2912354582301119,0.11847466959031143,1.216859558713247,0.23111711832415302,38.22794949077268,-0.11459156653899608,0.460113143818597,"Welch Two Sample t-test","two.sided","quinate",NA,"Food Component/Plant","C00296",0.806574157483386,3829,"Xenobiotics","Food Component/Plant",18335,"LC/MS Polar",2432.9,191.0561,"77-95-2","6508","C00296","HMDB03072"
